dataset,subject,stim,condition,critical_word,meanAmp,meanAmp_z
michaelov_2024,michaelov_CP07,"His first film was a failure, but he learned some techniques in that first try",BC,try,-1.852222222222222,-0.37422127084234796
michaelov_2024,michaelov_CP07,"His tactics usually turned out to be beneficial for the business, but they often came in conflict with his morals",BC,morals,-1.4844444444444445,-0.3208486323555289
michaelov_2024,michaelov_CP07,I don't know why people like to see their initials in ink,Rel,ink,5.9655555555555555,0.7603101019469546
michaelov_2024,michaelov_CP07,"In an old sitcom, he was the wise family physician",Rel,physician,7.571111111111112,0.9933114995706815
michaelov_2024,michaelov_CP07,"In the best part of the movie, the hero has to impersonate the criminal",Rel,criminal,9.723333333333334,1.3056462450358435
michaelov_2024,michaelov_CP07,"In the window, they posted the hours they were open for texture",Implaus,texture,-7.773333333333334,-1.2335046258159401
michaelov_2024,michaelov_CP07,It took a week to get his car fixed because the parts were out of stock,BC,stock,1.46,0.10645496882293211
michaelov_2024,michaelov_CP07,Jason was disappointed when the other scouts scared off the elk by loudly beating the pans,Rel,pans,-12.986666666666666,-1.9900738698647473
michaelov_2024,michaelov_CP07,John was disappointed to discover a scratch on his new taxes,Implaus,taxes,-5.357777777777778,-0.8829544262076479
michaelov_2024,michaelov_CP07,Josie found she could not bend the elbow of her broken arm,BC,arm,13.883333333333333,1.9093536725121292
michaelov_2024,michaelov_CP07,"Looking for bats, Karen descended into the depths of the cavern",Rel,cavern,25.058888888888887,3.5311723972868316
michaelov_2024,michaelov_CP07,"Mark liked the older houses, but Susan wanted to buy one that was new and modern",BC,modern,6.545555555555556,0.8444808490470137
michaelov_2024,michaelov_CP07,Michael could hear the bells ringing in the tower of the church,BC,church,-4.277777777777778,-0.7262226902282274
michaelov_2024,michaelov_CP07,Most shark attacks occur very close to shore,BC,shore,-10.306666666666667,-1.6011469694713707
michaelov_2024,michaelov_CP07,Norton hates getting up on winter mornings because it is always broken,Implaus,broken,-14.78111111111111,-2.250487196620677
michaelov_2024,michaelov_CP07,Our guests should be arriving disabled,Implaus,disabled,5.87,0.7464428907388989
michaelov_2024,michaelov_CP07,"Outside, Cora could hear the running horses",Unrel,horses,7.438888888888889,0.9741231491781392
michaelov_2024,michaelov_CP07,"Penelope started to assemble her new bicycle, but was missing the tires",Rel,tires,-3.378888888888889,-0.5957741568873313
michaelov_2024,michaelov_CP07,Perry heard a grinding noise coming from his car,BC,car,22.425555555555558,3.1490178558555293
michaelov_2024,michaelov_CP07,Sam knew that rain was coming because he could smell it in the robbery,Implaus,robbery,8.02,1.0584551429201525
michaelov_2024,michaelov_CP07,She flew in late last night and really didn't get much sleep,BC,sleep,-11.318888888888889,-1.7480426602915888
michaelov_2024,michaelov_CP07,"She had the data to back up everything she said, so the hostile questions did not shake her confidence",BC,confidence,4.156666666666666,0.49780056884562074
michaelov_2024,michaelov_CP07,She was unsure how the book would camp,Implaus,camp,3.4266666666666667,0.3918615250817533
michaelov_2024,michaelov_CP07,"Some of his jokes were crummy, but those one-liners were hilarious",BC,hilarious,-4.942222222222223,-0.822648182116801
michaelov_2024,michaelov_CP07,Steve skipped his annual checkup for another forest,Implaus,forest,-3.397777777777778,-0.5985153498005515
michaelov_2024,michaelov_CP07,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his tattoos",Unrel,tattoos,7.364444444444445,0.9633196241672122
michaelov_2024,michaelov_CP07,The agent was sent to South America on a secret mission,BC,mission,0.5900000000000001,-0.01980115182715655
michaelov_2024,michaelov_CP07,The bad boy was sent to his dusk,Implaus,dusk,-22.41111111111111,-3.357767886919731
michaelov_2024,michaelov_CP07,The boy scouts started a long hike through the forest after having a big meeting,Unrel,meeting,2.3433333333333333,0.23464604917647042
michaelov_2024,michaelov_CP07,"The candidate wanted to please everyone without making any commitments, so his speech was deliberately ambiguous",Rel,ambiguous,-0.5255555555555556,-0.18169278034910935
michaelov_2024,michaelov_CP07,The cigar burned a hole in the sofa,Rel,sofa,2.19,0.21239401258679963
michaelov_2024,michaelov_CP07,The conductor gave detailed instructions to the choir,Rel,choir,9.202222222222222,1.2300215699593533
michaelov_2024,michaelov_CP07,The conductor had no idea that the train had been boarded by a known bottle,Implaus,bottle,0.5011111111111111,-0.03270088318348747
michaelov_2024,michaelov_CP07,The dispute was settled by a third lifestyle,Implaus,lifestyle,-3.8777777777777778,-0.6681738991247385
michaelov_2024,michaelov_CP07,The doctor told him his headaches were due to safety,Implaus,safety,11.347777777777779,1.5413888355727905
michaelov_2024,michaelov_CP07,The dough was put in the hot oven,BC,oven,4.578888888888889,0.5590742927881925
michaelov_2024,michaelov_CP07,The federal agents examined the hundred dollar bill with a microscope to see if it was real,BC,real,-0.8333333333333334,-0.22635810017040509
michaelov_2024,michaelov_CP07,The fertilizer enriched the legs,Implaus,legs,2.911111111111111,0.317043083215034
michaelov_2024,michaelov_CP07,The final score of the game was bugs,Implaus,bugs,-7.652222222222223,-1.2159287418429394
michaelov_2024,michaelov_CP07,The gem cutter examined the ruby very closely before cutting because he knew that one this large was very rare,BC,rare,-1.198888888888889,-0.27940824537331593
michaelov_2024,michaelov_CP07,"The government controlled the news media, so most of the reports from the war zone were wrong",Unrel,wrong,0.3533333333333333,-0.054146686563387586
michaelov_2024,michaelov_CP07,"The groups in the parade walked by slowly, each waving their arms",Rel,arms,-21.266666666666666,-3.1916838457069705
michaelov_2024,michaelov_CP07,The kitten waited patiently because behind the refrigerator was a rat,Rel,rat,7.76111111111111,1.0208846753448386
michaelov_2024,michaelov_CP07,The little girl kept a lock on her bicycle,Unrel,bicycle,-1.7122222222222223,-0.3539041939561269
michaelov_2024,michaelov_CP07,"The little girl was very sick, but unfortunately there was no hospital",Unrel,hospital,-2.6566666666666667,-0.4909638396171427
michaelov_2024,michaelov_CP07,"The meteor shower should have been spectacular, but the city lights blocked the sky",Unrel,sky,-1.6366666666666667,-0.3429394223032456
michaelov_2024,michaelov_CP07,"The new dress was very pretty, but it was cut from an unusual porch",Implaus,porch,5.342222222222222,0.6698507358106842
michaelov_2024,michaelov_CP07,The nurse brought him a glass of juice and his medicine,BC,medicine,-13.036666666666667,-1.9973299687526835
michaelov_2024,michaelov_CP07,"The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or abstract",Unrel,abstract,12.313333333333333,1.6815121674309348
michaelov_2024,michaelov_CP07,The paramedics on the scene helped the passengers after the big car rest,Implaus,rest,0.27888888888888874,-0.06495021157431473
michaelov_2024,michaelov_CP07,The pilot spoke to an air traffic controller just before the takeoff,Unrel,takeoff,12.44111111111111,1.7000555312556604
michaelov_2024,michaelov_CP07,The rangers say that somewhere in the state park is a bear,BC,bear,-6.274444444444445,-1.0159829058198102
michaelov_2024,michaelov_CP07,The soldiers had special night vision goggles so they could see the enemy,BC,enemy,3.457777777777778,0.3963764310564691
michaelov_2024,michaelov_CP07,The teacher was not looking forward to another year of chaos,Unrel,chaos,-4.467777777777778,-0.7537958660023848
michaelov_2024,michaelov_CP07,The tip of the knife was pointed,Rel,pointed,-9.572222222222223,-1.4945629391396869
michaelov_2024,michaelov_CP07,The wealthy author always points out that she wrote four novels before one was published,BC,published,6.985555555555556,0.9083345192608517
michaelov_2024,michaelov_CP07,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical pedestrians,Implaus,pedestrians,-2.52,-0.4711305026567839
michaelov_2024,michaelov_CP07,They sent the kids with measles home from school because they were hard,Implaus,hard,4.541111111111111,0.553591906961752
michaelov_2024,michaelov_CP07,"They've been living together for a long time, but don't think they're actually engaged",Rel,engaged,1.6800000000000002,0.1383818039298511
michaelov_2024,michaelov_CP07,"Trying to evade their captors, the escaped prisoners of war lived in constant terror",Rel,terror,3.691111111111111,0.4302382258668377
michaelov_2024,michaelov_CP07,Vic asked her to repeat what she had vanished,Implaus,vanished,-13.052222222222222,-1.9995874217400413
michaelov_2024,michaelov_CP07,Water was leaking out from the hole in the balloon,Unrel,balloon,-14.704444444444444,-2.239361178325842
michaelov_2024,michaelov_CP07,We finally got a decent picture on the TV after an hour of adjusting the wires,Rel,wires,5.638888888888889,0.7129035892124386
michaelov_2024,michaelov_CP07,"When Diane heard the shark warning, she swam as fast as she could for land",Rel,land,4.992222222222222,0.6190580435951312
michaelov_2024,michaelov_CP07,"When the little girl saw the big dog lumbering towards her, she began to flee",Rel,flee,12.071111111111112,1.6463603994849332
michaelov_2024,michaelov_CP07,"When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour puppy",Implaus,puppy,2.1300000000000003,0.2036866939212763
michaelov_2024,michaelov_CP07,When they were in London they visited Buckingham palace,BC,palace,-0.82,-0.22442314046695547
michaelov_2024,michaelov_CP07,"When traveling, Roger prefers to stick to major roads",BC,roads,-10.183333333333334,-1.5832485922144617
michaelov_2024,michaelov_CP07,"While hemming a pair of pants, Bridget accidentally dropped her needle",BC,needle,-3.3755555555555556,-0.5952904169614688
michaelov_2024,michaelov_CP08,"After a week, they gave up on the missing hikers and called off the helicopters",Unrel,helicopters,15.395555555555555,2.128810352211709
michaelov_2024,michaelov_CP08,"After the divorce, she had to move out of the expensive house to an apartment that was fired",Implaus,fired,-4.163333333333333,-0.7096142861069513
michaelov_2024,michaelov_CP08,"All of armed services will admit women, but females are barred from fighting",Rel,fighting,6.348888888888889,0.8159401934211317
michaelov_2024,michaelov_CP08,"Alone in the canyon, he was so spooked he was scared by his own shadow",BC,shadow,-2.2622222222222224,-0.4337212817234243
michaelov_2024,michaelov_CP08,Andrew was glad that the meeting was very productive,Unrel,productive,10.473333333333334,1.4144877283548853
michaelov_2024,michaelov_CP08,At night they often took a short swim,Unrel,swim,0.3522222222222223,-0.054307933205341705
michaelov_2024,michaelov_CP08,"At that time, the boys lived down by the river in a letter",Implaus,letter,5.584444444444444,0.7050025037566858
michaelov_2024,michaelov_CP08,"Barry has considered proposing to his girlfriend, but he wants to wait until he is flooded",Implaus,flooded,-3.068888888888889,-0.5507863437821272
michaelov_2024,michaelov_CP08,Betsy could never tell a ditch,Implaus,ditch,2.381111111111111,0.24012843500291106
michaelov_2024,michaelov_CP08,Dennis the Menance was known for making trouble,BC,trouble,2.4444444444444446,0.24931949359429686
michaelov_2024,michaelov_CP08,"Down in the basement, Steve and Robert were playing poker",Rel,poker,5.007777777777778,0.6213154965824892
michaelov_2024,michaelov_CP08,"During the summer, the children hung out at the lake",Rel,lake,11.972222222222221,1.6320094483510148
michaelov_2024,michaelov_CP08,Eva turned down the heat and left the sauce on the stove to cook,Rel,cook,7.7333333333333325,1.0168535092959852
michaelov_2024,michaelov_CP08,"Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were bullets",Implaus,bullets,-7.48888888888889,-1.1922254854756813
michaelov_2024,michaelov_CP08,Every spring they held the annual meeting,Unrel,meeting,4.996666666666666,0.6197030301629477
michaelov_2024,michaelov_CP08,Everyone on the scene gathered around to look at the accident,BC,accident,0.27777777777777773,-0.06511145821626885
michaelov_2024,michaelov_CP08,Five ships did not survive the battle,Unrel,battle,9.633333333333333,1.2925852670375582
michaelov_2024,michaelov_CP08,"Flying low above her, Bernice could hear the arena",Implaus,arena,-3.2044444444444444,-0.5704584341005318
michaelov_2024,michaelov_CP08,"From her house a half mile away, Diana could still hear the loud cheers coming from the mistakes",Implaus,mistakes,-10.444444444444445,-1.6211415530736837
michaelov_2024,michaelov_CP08,George must keep his pet on a leash,BC,leash,0.9666666666666666,0.03486145979529561
michaelov_2024,michaelov_CP08,George was born into a wealthy family and has no idea what it's like to be needy,Rel,needy,9.646666666666668,1.294520226741008
michaelov_2024,michaelov_CP08,"He didn't have time to file everything on his desk, so he organized it into two stacks",Rel,stacks,4.272222222222222,0.514570219608851
michaelov_2024,michaelov_CP08,He didn't have to spend much money on the car because he found an incredible mechanic,Unrel,mechanic,-1.5544444444444445,-0.33100717079863956
michaelov_2024,michaelov_CP08,He tinkered with the engine every weekend until it was absolutely forgiven,Implaus,forgiven,-4.125555555555555,-0.7041319002805106
michaelov_2024,michaelov_CP08,He took a job training dogs for the military,Rel,military,-0.39222222222222225,-0.162343183314613
michaelov_2024,michaelov_CP08,"He was desperate for a job, so finally took something doing door to door delivery",Unrel,delivery,-0.24000000000000002,-0.14025239336689632
michaelov_2024,michaelov_CP08,He was hired for the job because of his fresh new image,Rel,image,-1.691111111111111,-0.3508405077589983
michaelov_2024,michaelov_CP08,His boss refused to give him a bonus,Rel,bonus,2.667777777777778,0.2817300686270782
michaelov_2024,michaelov_CP08,"His first film was a failure, but he learned some techniques in that first effort",Rel,effort,3.247777777777778,0.3659008157271373
michaelov_2024,michaelov_CP08,"His tactics usually turned out to be beneficial for the business, but they often came in conflict with his marriage",Unrel,marriage,1.4255555555555555,0.10145632292235388
michaelov_2024,michaelov_CP08,I don't know why people like to see their initials in print,BC,print,-3.716666666666667,-0.6447931360413887
michaelov_2024,michaelov_CP08,"If Jim's manager is incompetent, he has a legitimate right to complain",BC,complain,10.127777777777778,1.364340022707149
michaelov_2024,michaelov_CP08,"In an old sitcom, he was the wise family neighbor",Unrel,neighbor,12.535555555555554,1.7137614958217617
michaelov_2024,michaelov_CP08,"In the best part of the movie, the hero has to impersonate the villain",BC,villain,-0.9733333333333333,-0.24667517705662625
michaelov_2024,michaelov_CP08,It took a week to get his car fixed because the parts were out of state,Unrel,state,8.466666666666667,1.1232762929857154
michaelov_2024,michaelov_CP08,It's hard to admit when one is wrong,BC,wrong,0.18333333333333332,-0.07881742278237043
michaelov_2024,michaelov_CP08,Jennifer disliked walking under the trees at the edge of the park because they were always full of sap,Unrel,sap,5.187777777777778,0.6474374525790593
michaelov_2024,michaelov_CP08,John was disappointed to discover a scratch on his new car,BC,car,5.222222222222222,0.6524360984796375
michaelov_2024,michaelov_CP08,Josie found she could not bend the elbow of her broken absence,Implaus,absence,-0.4322222222222222,-0.16814806242496189
michaelov_2024,michaelov_CP08,Kevin propped his head up with a pillow as he basked in the hot size,Implaus,size,13.746666666666666,1.8895203355517705
michaelov_2024,michaelov_CP08,"Looking for bats, Karen descended into the depths of the doll",Implaus,doll,2.821111111111111,0.30398210521674895
michaelov_2024,michaelov_CP08,"Mark liked the older houses, but Susan wanted to buy one that was new and embarrassed",Implaus,embarrassed,-2.5633333333333335,-0.4774191216929952
michaelov_2024,michaelov_CP08,Michael could hear the bells ringing in the tower of the deer,Implaus,deer,-1.6211111111111112,-0.3406819693158877
michaelov_2024,michaelov_CP08,Most shark attacks occur very close to land,Rel,land,10.647777777777778,1.4398034511416846
michaelov_2024,michaelov_CP08,Norton hates getting up on winter mornings because it is always cold,BC,cold,1.7588888888888887,0.14983031550859474
michaelov_2024,michaelov_CP08,Our guests should be arriving separately,Unrel,separately,10.94111111111111,1.4823725646175765
michaelov_2024,michaelov_CP08,"Outside, Cora could hear the running river",Rel,river,7.386666666666667,0.9665445570062948
michaelov_2024,michaelov_CP08,"Penelope started to assemble her new bicycle, but was missing the wheels",BC,wheels,-5.476666666666667,-0.9002078168967403
michaelov_2024,michaelov_CP08,Perry heard a grinding noise coming from his cure,Implaus,cure,3.578888888888889,0.41395231502946994
michaelov_2024,michaelov_CP08,"Rushing out, he forgot to take his umbrella",Unrel,umbrella,-3.074444444444444,-0.5515925769918979
michaelov_2024,michaelov_CP08,Sam knew that rain was coming because he could smell it in the air,BC,air,3.3166666666666664,0.3758981075282938
michaelov_2024,michaelov_CP08,Sharon was sad that she had lost her takeoff,Implaus,takeoff,-2.4755555555555557,-0.4646806369786185
michaelov_2024,michaelov_CP08,She flew in late last night and really didn't get much dinner,Unrel,dinner,9.2,1.229699076675445
michaelov_2024,michaelov_CP08,"She had the data to back up everything she said, so the hostile questions did not shake her music",Implaus,music,2.4866666666666664,0.255446865988554
michaelov_2024,michaelov_CP08,She poured water on the dishes,Unrel,dishes,-0.9033333333333332,-0.23651663861351563
michaelov_2024,michaelov_CP08,She was unsure how the book would end,BC,end,5.524444444444445,0.6962951850911625
michaelov_2024,michaelov_CP08,"Some of his jokes were crummy, but those one-liners were terrible",Unrel,terrible,4.01,0.4765160121076748
michaelov_2024,michaelov_CP08,Steve skipped his annual checkup for another month,Rel,month,0.16111111111111112,-0.08204235562145315
michaelov_2024,michaelov_CP08,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his boxes",Implaus,boxes,-0.9744444444444444,-0.2468364236985804
michaelov_2024,michaelov_CP08,The bad boy was sent to his room,BC,room,4.9944444444444445,0.6193805368790395
michaelov_2024,michaelov_CP08,The boy scouts started a long hike through the forest after having a big lunch,BC,lunch,-0.8833333333333333,-0.23361419905834122
michaelov_2024,michaelov_CP08,"The candidate wanted to please everyone without making any commitments, so his speech was deliberately vague",BC,vague,-4.687777777777778,-0.7857227011093036
michaelov_2024,michaelov_CP08,The conductor gave detailed instructions to the engineer,Unrel,engineer,12.321111111111112,1.6826408939246138
michaelov_2024,michaelov_CP08,The conductor had no idea that the train had been boarded by a known politician,Unrel,politician,8.103333333333333,1.0705486410667127
michaelov_2024,michaelov_CP08,The dispute was settled by a third person,Rel,person,6.616666666666666,0.8548006341320784
michaelov_2024,michaelov_CP08,The doctor told him his headaches were due to stress,BC,stress,8.251111111111111,1.091994444446613
michaelov_2024,michaelov_CP08,The dough was put in the hot project,Implaus,project,10.837777777777777,1.467376626915842
michaelov_2024,michaelov_CP08,The federal agents examined the hundred dollar bill with a microscope to see if it was quiet,Implaus,quiet,2.0744444444444445,0.19562436182356946
michaelov_2024,michaelov_CP08,The fertilizer enriched the plants,Unrel,plants,-0.8322222222222222,-0.22619685352845095
michaelov_2024,michaelov_CP08,The final score of the game was tied,BC,tied,12.295555555555556,1.6789322211596687
michaelov_2024,michaelov_CP08,The gem cutter examined the ruby very closely before cutting because he knew that one this large was very unique,Rel,unique,0.8311111111111111,0.015189369476891007
michaelov_2024,michaelov_CP08,"The government controlled the news media, so most of the reports from the war zone were hungry",Implaus,hungry,-2.645555555555555,-0.4893513731976012
michaelov_2024,michaelov_CP08,"The groups in the parade walked by slowly, each waving their jokes",Implaus,jokes,6.0566666666666675,0.773532326587194
michaelov_2024,michaelov_CP08,"The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be chilly",Implaus,chilly,4.363333333333333,0.5277924442490901
michaelov_2024,michaelov_CP08,The inspector from the health department found a roach in a very expensive meal,Unrel,meal,11.394444444444444,1.5481611945348641
michaelov_2024,michaelov_CP08,The journal issue that has the new article about diseases of the eye is still in treason,Implaus,treason,-4.052222222222222,-0.6934896219115377
michaelov_2024,michaelov_CP08,The kitten waited patiently because behind the refrigerator was a ball,Unrel,ball,4.862222222222222,0.6001921864864973
michaelov_2024,michaelov_CP08,The little girl kept a lock on her diary,BC,diary,-1.9911111111111108,-0.394377101086615
michaelov_2024,michaelov_CP08,The little girl pulled on the rubber band to see how far it would stretch,BC,stretch,-3.3866666666666667,-0.5969028833810102
michaelov_2024,michaelov_CP08,"The little girl was very sick, but unfortunately there was no remedy",Rel,remedy,9.368888888888888,1.2542085662524736
michaelov_2024,michaelov_CP08,"The meteor shower should have been spectacular, but the city lights blocked the view",BC,view,-5.18,-0.857154963494986
michaelov_2024,michaelov_CP08,"The new dress was very pretty, but it was cut from an unusual fabric",BC,fabric,7.489999999999999,0.9815404947080294
michaelov_2024,michaelov_CP08,The nurse brought him a glass of juice and his pills,Rel,pills,-1.64,-0.34342316222910796
michaelov_2024,michaelov_CP08,"The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or allergic",Implaus,allergic,-1.417777777777778,-0.3111738338382808
michaelov_2024,michaelov_CP08,The paramedics on the scene helped the passengers after the big car wreck,Rel,wreck,0.1255555555555555,-0.08720224816398552
michaelov_2024,michaelov_CP08,The pilot spoke to an air traffic controller just before the crash,BC,crash,1.1133333333333333,0.056146016533241604
michaelov_2024,michaelov_CP08,The princess wore a gown,Unrel,gown,10.062222222222223,1.354826470831855
michaelov_2024,michaelov_CP08,The rangers say that somewhere in the state park is a mine,Unrel,mine,-0.02888888888888894,-0.10961553139561046
michaelov_2024,michaelov_CP08,The restaurant will reopen with new management,BC,management,-1.3655555555555554,-0.30359524166643637
michaelov_2024,michaelov_CP08,The soldiers had special night vision goggles so they could see the invaders,Rel,invaders,16.223333333333333,2.24893910046754
michaelov_2024,michaelov_CP08,The teacher was not looking forward to another year of school,BC,school,8.463333333333333,1.1227925530598528
michaelov_2024,michaelov_CP08,The tip of the knife was sharp,BC,sharp,-8.935555555555556,-1.4021686132999667
michaelov_2024,michaelov_CP08,The wealthy author always points out that she wrote four novels before one was printed,Rel,printed,-5.0488888888888885,-0.8381278597443979
michaelov_2024,michaelov_CP08,The whole town came to hear their mayor scratch,Implaus,scratch,0.33444444444444454,-0.05688787947660788
michaelov_2024,michaelov_CP08,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical words,Rel,words,-2.7088888888888887,-0.498542431788987
michaelov_2024,michaelov_CP08,The young girl passed her friend a note,BC,note,3.4977777777777774,0.40218131016681796
michaelov_2024,michaelov_CP08,They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's bicycle,Implaus,bicycle,-6.48888888888889,-1.0471035077169586
michaelov_2024,michaelov_CP08,They sent the kids with measles home from school because they were scratching,Unrel,scratching,13.395555555555555,1.8385663966942636
michaelov_2024,michaelov_CP08,"They've been living together for a long time, but don't think they're actually people",Implaus,people,3.4066666666666667,0.38895908552657876
michaelov_2024,michaelov_CP08,"Trying to evade their captors, the escaped prisoners of war lived in constant fear",BC,fear,10.422222222222222,1.407070382824995
michaelov_2024,michaelov_CP08,Vic asked her to repeat what she had uttered,Rel,uttered,7.3999999999999995,0.9684795167097444
michaelov_2024,michaelov_CP08,Water was leaking out from the hole in the roof,BC,roof,13.022222222222222,1.7843875249976737
michaelov_2024,michaelov_CP08,We finally got a decent picture on the TV after an hour of adjusting the antenna,BC,antenna,5.023333333333333,0.6235729495698471
michaelov_2024,michaelov_CP08,"When Diane heard the shark warning, she swam as fast as she could for relaxing",Implaus,relaxing,3.0011111111111113,0.33010406121331914
michaelov_2024,michaelov_CP08,"When the little girl saw the big dog lumbering towards her, she began to run",BC,run,2.3666666666666667,0.23803222865750728
michaelov_2024,michaelov_CP08,When the shooting started they ran for help,Unrel,help,4.08,0.4866745505507854
michaelov_2024,michaelov_CP08,"When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour group",Unrel,group,1.9777777777777779,0.18159590397355962
michaelov_2024,michaelov_CP08,When they were in London they visited Buckingham castle,Rel,castle,-2.1744444444444446,-0.4209827970090476
michaelov_2024,michaelov_CP08,"When traveling, Roger prefers to stick to major streets",Rel,streets,7.09,0.9234917036045405
michaelov_2024,michaelov_CP08,"When you go to bed, turn off the stereo",Unrel,stereo,0.24333333333333337,-0.07011010411684705
michaelov_2024,michaelov_CP08,"While hemming a pair of pants, Bridget accidentally dropped her horse",Implaus,horse,5.13,0.6390526271974442
michaelov_2024,michaelov_CP09,"After a week, they gave up on the missing hikers and called off the boss",Implaus,boss,-3.8400000000000003,-0.6626915132982978
michaelov_2024,michaelov_CP09,"After the divorce, she had to move out of the expensive house to an apartment that was ugly",Unrel,ugly,10.621111111111112,1.4359335317347854
michaelov_2024,michaelov_CP09,"After the flood, the house smelled of mildew and everything in it was ruined",BC,ruined,-7.614444444444445,-1.2104463560164986
michaelov_2024,michaelov_CP09,"After the most recent price increase, the small business owner decided to order his office supplies from another gown",Implaus,gown,5.683333333333334,0.719353454890604
michaelov_2024,michaelov_CP09,"All of armed services will admit women, but females are barred from combat",BC,combat,-3.7211111111111115,-0.6454381226092053
michaelov_2024,michaelov_CP09,"Alone in the canyon, he was so spooked he was scared by his own horse",Unrel,horse,3.933333333333333,0.46538999381283935
michaelov_2024,michaelov_CP09,At night they often took a short walk,BC,walk,1.6111111111111112,0.12838451212869464
michaelov_2024,michaelov_CP09,"At that time, the boys lived down by the river in a shack",Rel,shack,-1.7633333333333334,-0.36132153948601714
michaelov_2024,michaelov_CP09,"Barry has considered proposing to his girlfriend, but he wants to wait until he is ready",BC,ready,0.9500000000000001,0.03244276016598359
michaelov_2024,michaelov_CP09,Betsy could never tell a joke,Unrel,joke,1.3166666666666667,0.08565415201084854
michaelov_2024,michaelov_CP09,Dennis the Menance was known for making jokes,Unrel,jokes,5.0055555555555555,0.6209930032985809
michaelov_2024,michaelov_CP09,"During the summer, the children hung out at the theatre",Unrel,theatre,2.96,0.32413793546101605
michaelov_2024,michaelov_CP09,Eva turned down the heat and left the sauce on the stove to state,Implaus,state,-8.68888888888889,-1.3663718587861486
michaelov_2024,michaelov_CP09,"Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were young",BC,young,8.36888888888889,1.1090865884937515
michaelov_2024,michaelov_CP09,"Flying low above her, Bernice could hear the jet",Rel,jet,1.9066666666666667,0.1712761188884949
michaelov_2024,michaelov_CP09,"From her house a half mile away, Diana could still hear the loud cheers coming from the stands",Rel,stands,-0.6166666666666667,-0.19491500498934852
michaelov_2024,michaelov_CP09,George must keep his pet on a chain,Rel,chain,0.7533333333333334,0.003902104540101477
michaelov_2024,michaelov_CP09,George was born into a wealthy family and has no idea what it's like to be hungry,Unrel,hungry,3.1688888888888886,0.3544523041483936
michaelov_2024,michaelov_CP09,"Grinning wherever he went, it was easy to tell that Carl was proud of his new gold trophy",Rel,trophy,3.8188888888888886,0.4487815896915633
michaelov_2024,michaelov_CP09,He bought it without even asking the cost,Rel,cost,-2.998888888888889,-0.5406278053390167
michaelov_2024,michaelov_CP09,"He didn't have time to file everything on his desk, so he organized it into two boxes",Unrel,boxes,-1.0,-0.2505450964635255
michaelov_2024,michaelov_CP09,He didn't have to spend much money on the car because he found an incredible stream,Implaus,stream,-0.2511111111111111,-0.1418648597864377
michaelov_2024,michaelov_CP09,He tinkered with the engine every weekend until it was absolutely correct,Rel,correct,2.0033333333333334,0.18530457673850476
michaelov_2024,michaelov_CP09,He took a job training dogs for the blankets,Implaus,blankets,0.9744444444444444,0.03599018628897458
michaelov_2024,michaelov_CP09,He was afraid that doing drugs would damage his reputation,Unrel,reputation,2.1366666666666667,0.2046541737730011
michaelov_2024,michaelov_CP09,"He was desperate for a job, so finally took something doing door to door solicitation",Rel,solicitation,7.254444444444445,0.9473562066137527
michaelov_2024,michaelov_CP09,He was hired for the job because of his fresh new ideas,Unrel,ideas,-1.6422222222222222,-0.3437456555130162
michaelov_2024,michaelov_CP09,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major bonus",Rel,bonus,1.7544444444444443,0.14918532894077818
michaelov_2024,michaelov_CP09,His boss refused to give him a vacation,Unrel,vacation,-1.3411111111111111,-0.30004781554344534
michaelov_2024,michaelov_CP09,"His first film was a failure, but he learned some techniques in that first try",BC,try,-0.8444444444444444,-0.22797056658994644
michaelov_2024,michaelov_CP09,"His tactics usually turned out to be beneficial for the business, but they often came in conflict with his morals",BC,morals,-0.99,-0.2490938766859383
michaelov_2024,michaelov_CP09,I don't know why people like to see their initials in ink,Rel,ink,4.714444444444444,0.5787463831065972
michaelov_2024,michaelov_CP09,"If Jim's manager is incompetent, he has a legitimate right to water",Implaus,water,-3.9366666666666665,-0.6767199711483075
michaelov_2024,michaelov_CP09,"In an old sitcom, he was the wise family physician",Rel,physician,-2.304444444444444,-0.43984865411768137
michaelov_2024,michaelov_CP09,It took a week to get his car fixed because the parts were out of stock,BC,stock,6.601111111111112,0.8525431811447206
michaelov_2024,michaelov_CP09,It's hard to admit when one is screened,Implaus,screened,1.431111111111111,0.10226255613212455
michaelov_2024,michaelov_CP09,Jason was disappointed when the other scouts scared off the elk by loudly beating the pans,Rel,pans,-1.3299999999999998,-0.29843534912390396
michaelov_2024,michaelov_CP09,Jennifer disliked walking under the trees at the edge of the park because they were always full of weekends,Implaus,weekends,1.98,0.18191839725746786
