dataset,stim_id,stim,stim_lower,critical_word
frank_2015,2077,Dexter opened his letter and found a photograph inside,dexter opened his letter and found a photograph inside,and
frank_2015,2078,Dexter opened his letter and found a photograph inside,dexter opened his letter and found a photograph inside,found
frank_2015,2079,Dexter opened his letter and found a photograph inside,dexter opened his letter and found a photograph inside,photograph
frank_2015,2080,Dexter opened his letter and found a photograph inside,dexter opened his letter and found a photograph inside,inside
frank_2015,2081,Dexter opened his letter and found a photograph inside,dexter opened his letter and found a photograph inside,a
frank_2015,2082,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,walked
frank_2015,2083,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,into
frank_2015,2084,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,the
frank_2015,2085,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,office
frank_2015,2086,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,and
frank_2015,2087,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,removed
frank_2015,2088,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,his
frank_2015,2089,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,flat
frank_2015,2090,Joseph walked into the office and removed his flat cap,joseph walked into the office and removed his flat cap,cap
frank_2015,2091,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,drove
frank_2015,2092,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,his
frank_2015,2093,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,truck
frank_2015,2094,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,home
frank_2015,2095,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,and
frank_2015,2096,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,walked
frank_2015,2097,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,down
frank_2015,2098,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,to
frank_2015,2099,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,the
frank_2015,2100,He drove his truck home and walked down to the village,he drove his truck home and walked down to the village,village
frank_2015,2101,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,rubbed
frank_2015,2102,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,the
frank_2015,2103,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,back
frank_2015,2104,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,of
frank_2015,2105,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,his
frank_2015,2106,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,neck
frank_2015,2107,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,and
frank_2015,2108,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,hung
frank_2015,2109,Lawrence rubbed the back of his neck and hung his head,lawrence rubbed the back of his neck and hung his head,head
frank_2015,2110,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,just
frank_2015,2111,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,kept
frank_2015,2112,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,telling
frank_2015,2113,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,herself
frank_2015,2114,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,he
frank_2015,2115,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,had
frank_2015,2116,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,to
frank_2015,2117,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,learn
frank_2015,2118,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,a
frank_2015,2119,She just kept telling herself he had to learn a lesson,she just kept telling herself he had to learn a lesson,lesson
frank_2015,2120,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",am
frank_2015,2121,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",trying
frank_2015,2122,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",old
frank_2015,2123,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",man
frank_2015,2124,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",but
frank_2015,2125,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",I
frank_2015,2126,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",would
frank_2015,2127,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",rather
frank_2015,2128,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",kill
frank_2015,2129,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",the
frank_2015,2130,"I am trying, old man, but I would rather kill the ship","i am trying, old man, but i would rather kill the ship",ship
frank_2015,2131,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,were
frank_2015,2132,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,definitely
frank_2015,2133,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,holding
frank_2015,2134,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,hands
frank_2015,2135,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,underneath
frank_2015,2136,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,the
frank_2015,2137,They were definitely holding hands underneath the table,they were definitely holding hands underneath the table,table
frank_2015,2138,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",smiled
frank_2015,2139,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",again
frank_2015,2140,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",at
frank_2015,2141,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",his
frank_2015,2142,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",baby
frank_2015,2143,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",daughter
frank_2015,2144,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",was
frank_2015,2145,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",perfect
frank_2015,2146,"Jake smiled again at his baby daughter, she was perfect","jake smiled again at his baby daughter, she was perfect",she
frank_2015,2147,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,sniffed
frank_2015,2148,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,and
frank_2015,2149,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,wiped
frank_2015,2150,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,his
frank_2015,2151,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,grubby
frank_2015,2152,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,hand
frank_2015,2153,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,across
frank_2015,2154,Brian sniffed and wiped his grubby hand across his nose,brian sniffed and wiped his grubby hand across his nose,nose
frank_2015,2155,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,just
frank_2015,2156,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,hoped
frank_2015,2157,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,he
frank_2015,2158,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,wasn't
frank_2015,2159,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,taking
frank_2015,2160,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,his
frank_2015,2161,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,temper
frank_2015,2162,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,Chris
frank_2015,2163,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,out
frank_2015,2164,Ken just hoped he wasnt taking his temper out on Chris,ken just hoped he wasnt taking his temper out on chris,on
frank_2015,2165,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,Maria
frank_2015,2166,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,sat
frank_2015,2167,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,down
frank_2015,2168,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,with
frank_2015,2169,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,a
frank_2015,2170,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,cup
frank_2015,2171,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,of
frank_2015,2172,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,tea
frank_2015,2173,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,and
frank_2015,2174,Finally Maria sat down with a cup of tea and a sandwich,finally maria sat down with a cup of tea and a sandwich,sandwich
frank_2015,2175,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,folded
frank_2015,2176,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,his
frank_2015,2177,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,arms
frank_2015,2178,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,across
frank_2015,2179,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,chest
frank_2015,2180,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,and
frank_2015,2181,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,put
frank_2015,2182,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,out
frank_2015,2183,He folded his arms across his chest and put out his lip,he folded his arms across his chest and put out his lip,lip
frank_2015,2184,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,groaned
frank_2015,2185,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,and
frank_2015,2186,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,lay
frank_2015,2187,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,his
frank_2015,2188,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,hands
frank_2015,2189,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,across
frank_2015,2190,Christopher groaned and lay his hands across his stomach,christopher groaned and lay his hands across his stomach,stomach
frank_2015,2191,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,didn't
frank_2015,2192,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,seem
frank_2015,2193,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,to
frank_2015,2194,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,mind
frank_2015,2195,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,that
frank_2015,2196,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,she
frank_2015,2197,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,was
frank_2015,2198,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,screaming
frank_2015,2199,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,in
frank_2015,2200,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,his
frank_2015,2201,He didnt seem to mind that she was screaming in his ear,he didnt seem to mind that she was screaming in his ear,ear
frank_2015,2202,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,smiled
frank_2015,2203,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,again
frank_2015,2204,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,and
frank_2015,2205,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,felt
frank_2015,2206,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,like
frank_2015,2207,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,a
frank_2015,2208,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,man
frank_2015,2209,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,not
frank_2015,2210,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,just
frank_2015,2211,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,the
frank_2015,2212,He smiled again and felt like a man and not just the kid,he smiled again and felt like a man and not just the kid,kid
frank_2015,2213,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,mostly
frank_2015,2214,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,just
frank_2015,2215,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,pick
frank_2015,2216,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,a
frank_2015,2217,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,dry
frank_2015,2218,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,white
frank_2015,2219,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,and
frank_2015,2220,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,drink
frank_2015,2221,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,it
frank_2015,2222,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,to
frank_2015,2223,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,get
frank_2015,2224,I mostly just pick a dry white and drink it to get drunk,i mostly just pick a dry white and drink it to get drunk,drunk
frank_2015,2225,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,shall
frank_2015,2226,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,arrive
frank_2015,2227,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,properly
frank_2015,2228,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,or
frank_2015,2229,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,you
frank_2015,2230,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,will
frank_2015,2231,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,never
frank_2015,2232,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,live
frank_2015,2233,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,this
frank_2015,2234,We shall arrive properly or you will never live this down,we shall arrive properly or you will never live this down,down
frank_2015,2235,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",they
frank_2015,2236,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",sat
frank_2015,2237,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",drinking
frank_2015,2238,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",their
frank_2015,2239,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",tea
frank_2015,2240,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",Mick
frank_2015,2241,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",dug
frank_2015,2242,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",them
frank_2015,2243,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",a
frank_2015,2244,"While they sat drinking their tea, Mick dug them a trench","while they sat drinking their tea, mick dug them a trench",trench
frank_2015,2245,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,drank
frank_2015,2246,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,too
frank_2015,2247,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,much
frank_2015,2248,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,at
frank_2015,2249,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,times
frank_2015,2250,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,and
frank_2015,2251,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,washed
frank_2015,2252,He drank too much at times and washed too little at times,he drank too much at times and washed too little at times,little
frank_2015,2253,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,first
frank_2015,2254,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,knife
frank_2015,2255,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,caught
frank_2015,2256,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,in
frank_2015,2257,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,her
frank_2015,2258,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,skirt
frank_2015,2259,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,and
frank_2015,2260,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,she
frank_2015,2261,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,shook
frank_2015,2262,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,it
frank_2015,2263,The first knife caught in her skirt and she shook it free,the first knife caught in her skirt and she shook it free,free
frank_2015,2264,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,flung
frank_2015,2265,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,out
frank_2015,2266,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,my
frank_2015,2267,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,hands
frank_2015,2268,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,and
frank_2015,2269,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,they
frank_2015,2270,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,said
frank_2015,2271,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,I
frank_2015,2272,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,had
frank_2015,2273,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,broken
frank_2015,2274,I flung out my hands and they said I had broken my wrists,i flung out my hands and they said i had broken my wrists,wrists
frank_2015,2275,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",gathered
frank_2015,2276,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",villagers
frank_2015,2277,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",took
frank_2015,2278,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",a
frank_2015,2279,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",step
frank_2015,2280,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",back
frank_2015,2281,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",almost
frank_2015,2282,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",as
frank_2015,2283,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",one
frank_2015,2284,"The gathered villagers took a step back, almost as one man","the gathered villagers took a step back, almost as one man",man
frank_2015,2285,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,shouldn't
frank_2015,2286,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,have
frank_2015,2287,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,been
frank_2015,2288,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,racing
frank_2015,2289,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,my
frank_2015,2290,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,truck
frank_2015,2291,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,in
frank_2015,2292,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,the
frank_2015,2293,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,first
frank_2015,2294,You shouldnt have been racing my truck in the first place,you shouldnt have been racing my truck in the first place,place
frank_2015,2295,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,had
frank_2015,2296,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,been
frank_2015,2297,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,two
frank_2015,2298,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,weeks
frank_2015,2299,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,since
frank_2015,2300,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,Philip
frank_2015,2301,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,sent
frank_2015,2302,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,to
frank_2015,2303,It had been two weeks since Philip had been sent to prison,it had been two weeks since philip had been sent to prison,prison
frank_2015,2304,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,had
frank_2015,2305,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,another
frank_2015,2306,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,shock
frank_2015,2307,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,when
frank_2015,2308,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,they
frank_2015,2309,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,told
frank_2015,2310,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,him
frank_2015,2311,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,he
frank_2015,2312,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,was
frank_2015,2313,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,moving
frank_2015,2314,He had another shock when they told him he was moving cells,he had another shock when they told him he was moving cells,cells
frank_2015,2315,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,us
frank_2015,2316,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,give
frank_2015,2317,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,battle
frank_2015,2318,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,to
frank_2015,2319,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,these
frank_2015,2320,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,foreign
frank_2015,2321,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,snakes
frank_2015,2322,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,once
frank_2015,2323,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,and
frank_2015,2324,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,for
frank_2015,2325,Let us give battle to these foreign snakes once and for all,let us give battle to these foreign snakes once and for all,all
frank_2015,2326,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,told
frank_2015,2327,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,Jason
frank_2015,2328,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,he
frank_2015,2329,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,would
frank_2015,2330,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,just
frank_2015,2331,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,sit
frank_2015,2332,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,outside
frank_2015,2333,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,to
frank_2015,2334,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,have
frank_2015,2335,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,his
frank_2015,2336,Alan told Jason he would just sit outside to have his lunch,alan told jason he would just sit outside to have his lunch,lunch
frank_2015,2337,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,truck
frank_2015,2338,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,was
frank_2015,2339,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,the
frank_2015,2340,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,drove
frank_2015,2341,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,an
frank_2015,2342,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,older
frank_2015,2343,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,of
frank_2015,2344,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,ones
frank_2015,2345,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,others
frank_2015,2346,The truck was an older version of the ones the others drove,the truck was an older version of the ones the others drove,version
frank_2015,2347,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,knocked
frank_2015,2348,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,on
frank_2015,2349,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,the
frank_2015,2350,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,door
frank_2015,2351,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,hard
frank_2015,2352,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,that
frank_2015,2353,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,he
frank_2015,2354,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,almost
frank_2015,2355,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,broke
frank_2015,2356,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,it
frank_2015,2357,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,down
frank_2015,2358,He knocked on the door so hard that he almost broke it down,he knocked on the door so hard that he almost broke it down,so
frank_2015,2359,I cant see any amount of talk getting you out of this mess,i cant see any amount of talk getting you out of this mess,can't
frank_2015,2360,I cant see any amount of talk getting you out of this mess,i cant see any amount of talk getting you out of this mess,see
frank_2015,2361,I cant see any amount of talk getting you out of this mess,i cant see any amount of talk getting you out of this mess,any
frank_2015,2362,I cant see any amount of talk getting you out of this mess,i cant see any amount of talk getting you out of this mess,amount
